Subject_ID,Group,Trial_Num,Segment_Num,N_Points,Duration_s,Peak_Velocity,Mean_Velocity,N_Submovements,SPARC
01,Aged_Control,1,36,72,2.13,1575.5069730795274,287.03220268652717,6,-1.4628701838992382
01,Aged_Control,1,37,73,2.16,1274.754878398195,272.0785033891806,5,-1.6364104993751714
01,Aged_Control,1,38,64,1.89,1602.9486718059436,287.22928086025536,5,-1.6596876598055865
01,Aged_Control,1,39,70,2.07,1302.668201977942,271.33762116699035,6,-1.5786679126997538
01,Aged_Control,1,40,74,2.19,1617.439677734881,288.5389127777507,6,-1.7093013270526938
01,Aged_Control,1,41,88,2.61,1389.3443697578302,210.84700913011417,9,-1.6347197161024547
01,Aged_Control,1,42,70,2.07,1316.772147673579,265.54595334165634,5,-1.4086011489209247
01,Aged_Control,1,43,97,2.88,1096.5856099730647,197.28730327393293,8,-1.8158228959875324
01,Aged_Control,1,44,76,2.25,1251.2216252748963,233.04026343902743,6,-1.4805493100472038
01,Aged_Control,1,45,85,2.52,1217.693630507192,221.51263848288372,6,-1.566531309103898
01,Aged_Control,1,46,71,2.1,1350.1028767385747,268.81401660513177,5,-1.4200418013027125
01,Aged_Control,1,47,73,2.16,1261.0621625351275,251.4642062857007,6,-1.6402036596288048
01,Aged_Control,1,48,77,2.28,1776.7792334571116,265.1447522732528,4,-1.6328802018302095
01,Aged_Control,1,49,70,2.07,1333.4374959313118,274.8018316566641,4,-1.6555842461044923
01,Aged_Control,1,50,77,2.28,1666.999966673333,264.832171223525,7,-1.6901631493791927
01,Aged_Control,1,51,197,5.88,1472.054497783435,101.27234033639178,7,-1.9412494901501598
01,Aged_Control,1,52,105,3.12,1389.7441810955313,191.1255002220479,9,-1.7028835858298113
01,Aged_Control,1,53,98,2.91,1050.5289672879608,185.76547024552386,6,-1.544752674243575
01,Aged_Control,1,54,96,2.85,1460.9738000540742,201.48911695881637,7,-1.6321843297947427
01,Aged_Control,1,55,118,3.51,1517.4906186786739,175.5994638301911,5,-1.6702139773828026
01,Aged_Control,1,56,113,3.36,1452.392661935623,184.41498035697302,10,-1.9219056797269936
01,Aged_Control,1,57,135,4.019,1171.5374513859967,139.00134299694278,13,-1.8175878798389498
01,Aged_Control,1,58,102,3.03,1595.1314818673845,184.84630877511404,9,-1.9272347400942662
01,Aged_Control,1,59,115,3.42,1016.6666666666661,168.4851178797182,11,-1.8396812655863417
01,Aged_Control,1,60,110,3.269,1772.7881367433026,190.70556526752915,6,-1.5125665341857735
01,Aged_Control,1,61,64,1.89,1058.4317539538288,227.62557836698795,9,-1.7613407491411233
01,Aged_Control,1,62,62,1.83,1084.4865656664958,248.15649087112976,7,-1.6917844556870858
01,Aged_Control,1,63,72,2.13,861.0394235393014,199.32070561421426,6,-1.5620609286333789
01,Aged_Control,1,64,62,1.83,1226.5579661982724,234.0291156456423,6,-1.5143745160425395
01,Aged_Control,1,65,63,1.86,1019.803902718557,222.58032259429933,6,-1.6727739564736028
01,Aged_Control,1,66,66,1.95,1218.491781762282,212.72135965596897,3,-1.6029948733665973
01,Aged_Control,1,67,73,2.16,1276.27931460511,217.8826945726402,4,-1.523091282445678
01,Aged_Control,1,68,70,2.07,1674.979270186817,238.2275543863066,3,-1.5869495347862652
01,Aged_Control,1,69,74,2.19,1016.6666666666642,182.54193327822904,5,-1.6953759764528684
01,Aged_Control,1,70,60,1.77,1201.850425154665,250.36312525640673,5,-1.6576095279872098
01,Aged_Control,1,71,82,2.43,1151.086443322139,160.40243960335314,6,-1.4284671049688429
01,Aged_Control,1,72,73,2.16,1108.0513425729764,198.9002951467905,6,-1.6928275602693732
01,Aged_Control,1,73,79,2.34,987.280214641325,188.56354289365726,8,-1.8194713520125223
01,Aged_Control,1,74,82,2.43,1190.3547557112774,177.58415987938122,8,-1.6277372719655059
01,Aged_Control,1,75,80,2.37,794.5998294040173,174.94449681622547,6,-1.731176477972037
01,Aged_Control,1,76,73,2.16,1135.2924243950956,187.75354186594393,4,-1.5123564641444025
01,Aged_Control,1,77,80,2.37,956.4111156935714,180.09644938204363,6,-1.5753657913865544
01,Aged_Control,1,78,88,2.61,1580.7874268505814,184.5811346355004,5,-1.6707752876224902
01,Aged_Control,1,79,87,2.58,1033.8708279513905,177.83216384444768,11,-1.783685992367618
01,Aged_Control,1,80,80,2.37,1384.2366528564066,181.48379576939573,6,-1.6719651777754192
01,Aged_Control,1,81,127,3.78,1089.5972752454145,117.44135303101496,13,-1.8362612823198332
01,Aged_Control,1,82,115,3.42,1118.6549463033227,134.947503235968,8,-1.6939993822852868
01,Aged_Control,1,83,81,2.4,884.5903006477055,175.64995199395636,7,-1.9158709702560142
01,Aged_Control,1,84,110,3.27,1122.6209412699252,135.187904958365,5,-1.4057998564782759
01,Aged_Control,1,85,121,3.6,1274.7548783981963,122.8910754466241,6,-1.5961418984524907
01,Aged_Control,1,86,109,3.24,1006.7825540359286,133.5141568008839,6,-1.6921813479168977
01,Aged_Control,1,87,191,5.7,766.8478046884885,77.7719354723975,9,-1.9877840406766247
01,Aged_Control,1,88,119,3.54,1390.143877445783,127.23758543568425,10,-1.7296429455636573
01,Aged_Control,1,89,116,3.45,970.2519718551898,130.690277800443,8,-1.9479177194700839
01,Aged_Control,1,90,110,3.27,1290.2411488641237,137.15122871970726,3,-1.666148527411893
02,Aged_Control,1,1,92,2.73,1644.6884203398545,278.0490511926594,5,-1.8481801529640403
02,Aged_Control,1,2,68,2.01,2147.9318218023386,379.87880740772204,5,-1.550431131148596
02,Aged_Control,1,3,66,1.95,1593.127601780709,364.9914475928072,4,-1.499812595621496
02,Aged_Control,1,4,62,1.83,1569.2354826475191,384.2807691564031,4,-1.5258933520191549
02,Aged_Control,1,5,62,1.83,2186.4481598143484,391.2549472112436,2,-1.4513675952068292
02,Aged_Control,1,6,63,1.86,1391.4420976494514,376.64642722939004,7,-1.6778111868053973
02,Aged_Control,1,7,71,2.099,1913.4756044666171,394.17950123375067,5,-1.7948135506259528
02,Aged_Control,1,8,62,1.83,1816.2843634433718,417.9696859162083,6,-1.7622457067090571
02,Aged_Control,1,9,67,1.98,2318.1050690404677,415.6930963138302,7,-1.9672810625460986
02,Aged_Control,1,10,55,1.62,2933.7594387482523,417.02846490827187,1,-1.6130758174772248
02,Aged_Control,1,11,100,2.97,1784.2676680114755,289.95720182786357,9,-1.5012571077736467
02,Aged_Control,1,12,75,2.22,2458.2062114024866,369.17450611387744,4,-1.4069973996591734
02,Aged_Control,1,13,100,2.97,1918.6945793661093,269.77528976033324,9,-1.3978823437929173
02,Aged_Control,1,14,72,2.13,1757.9185924774144,365.5093971759335,5,-1.649597033206312
02,Aged_Control,1,15,65,1.92,1684.6529481040147,367.69832393572443,3,-1.5357518895395224
02,Aged_Control,1,16,73,2.147,1952.5624189766618,351.13841272609693,4,-1.6792369744990119
02,Aged_Control,1,17,75,2.22,2661.0879145358717,369.0668442347423,5,-1.7296819876166576
02,Aged_Control,1,18,68,2.01,2051.15143814937,394.31678606621676,4,-1.7026980719982614
02,Aged_Control,1,19,74,2.19,2422.6936340454668,403.02263089230144,5,-1.8490815043079116
02,Aged_Control,1,20,90,2.67,2353.7794666828413,315.88617342275006,4,-1.61892624273377
02,Aged_Control,1,21,101,3.0,1592.0810978785676,251.95660856551342,10,-1.656301506819859
02,Aged_Control,1,22,108,3.21,1960.512971421283,239.78533408006282,5,-1.58587013903656
02,Aged_Control,1,23,193,5.76,1713.3463034528518,141.11699618147725,13,-1.6066486488988398
02,Aged_Control,1,24,137,4.08,1603.5550782211637,198.16088074528722,10,-1.885293642554768
02,Aged_Control,1,25,127,3.78,1534.1483341291048,196.96365807455268,7,-1.4254544521902766
02,Aged_Control,1,26,95,2.82,1584.736220602311,249.65838674396142,4,-1.443907650546425
02,Aged_Control,1,27,142,4.23,2215.7266177135793,184.3640076626443,4,-1.7554940599334343
02,Aged_Control,1,28,142,4.23,1736.6954572149712,188.88374156317371,10,-1.784044368768553
02,Aged_Control,1,29,92,2.73,1643.5902436096671,285.3514185629673,8,-1.7909520514450015
02,Aged_Control,1,30,102,3.03,1983.3333333333321,261.16233871342587,7,-1.7110459138225018
02,Aged_Control,1,31,74,2.19,1366.6666666666686,264.7802546512215,5,-1.794608784213179
02,Aged_Control,1,32,64,1.89,1875.1296251489164,339.34715502441736,4,-1.7006603154567754
02,Aged_Control,1,33,67,1.98,1200.2314591592565,271.201480646392,6,-1.7272712026169845
02,Aged_Control,1,34,75,2.22,1146.9767022723536,264.2486471891208,6,-1.7792230454531839
02,Aged_Control,1,35,62,1.83,1434.882883335391,288.77141447705856,3,-1.5185351999224976
02,Aged_Control,1,36,64,1.89,1319.3011618108862,297.1952776007312,5,-1.7004727855621447
02,Aged_Control,1,37,70,2.066,1771.690968789111,309.0159769457327,5,-1.8207078387769282
02,Aged_Control,1,38,66,1.949,1439.5215254459463,269.08815345838275,5,-1.693014491950473
