#2012.07.09 n. Chr. at 11:43:40 CEST
# player.x player.y time target.x target.y target.r insideTarget?
1295 81 1341827020365 720 800 20 0
1295 81 1341827020393 720 800 20 0
1295 81 1341827020422 720 800 20 0
1295 81 1341827020453 720 800 20 0
1295 81 1341827020482 720 800 20 0
1295 81 1341827020514 720 800 20 0
1295 81 1341827020543 720 800 20 0
1295 81 1341827020574 720 800 20 0
1294 81 1341827020603 720 800 20 0
1293 81 1341827020635 720 800 20 0
1290 82 1341827020663 720 800 20 0
1285 82 1341827020695 720 800 20 0
1277 82 1341827020723 720 800 20 0
1264 84 1341827020752 720 800 20 0
1247 92 1341827020784 720 800 20 0
1228 102 1341827020812 720 800 20 0
1206 119 1341827020844 720 800 20 0
1177 142 1341827020872 720 800 20 0
1146 172 1341827020904 720 800 20 0
1113 205 1341827020933 720 800 20 0
1078 236 1341827020965 720 800 20 0
1044 265 1341827020993 720 800 20 0
1012 299 1341827021025 720 800 20 0
979 335 1341827021053 720 800 20 0
963 352 1341827021082 720 800 20 0
963 352 1341827021114 720 800 20 0
963 352 1341827021142 720 800 20 0
963 352 1341827021174 720 800 20 0
963 352 1341827021203 720 800 20 0
963 352 1341827021235 720 800 20 0
963 352 1341827021263 720 800 20 0
963 352 1341827021295 720 800 20 0
963 352 1341827021323 720 800 20 0
963 352 1341827021352 720 800 20 0
963 352 1341827021383 720 800 20 0
963 352 1341827021412 720 800 20 0
963 352 1341827021442 720 800 20 0
963 352 1341827021472 720 800 20 0
963 352 1341827021503 720 800 20 0
963 352 1341827021532 720 800 20 0
963 352 1341827021562 720 800 20 0
963 352 1341827021593 720 800 20 0
963 352 1341827021623 720 800 20 0
963 352 1341827021652 720 800 20 0
963 352 1341827021682 720 800 20 0
963 352 1341827021713 720 800 20 0
963 352 1341827021742 720 800 20 0
963 352 1341827021773 720 800 20 0
963 352 1341827021802 720 800 20 0
963 352 1341827021832 720 800 20 0
963 352 1341827021863 720 800 20 0
963 352 1341827021892 720 800 20 0
963 352 1341827021922 720 800 20 0
963 352 1341827021952 720 800 20 0
963 352 1341827021982 720 800 20 0
963 352 1341827022012 720 800 20 0
963 352 1341827022043 720 800 20 0
963 352 1341827022072 720 800 20 0
963 352 1341827022103 720 800 20 0
963 352 1341827022132 720 800 20 0
963 352 1341827022162 720 800 20 0
963 352 1341827022193 720 800 20 0
963 352 1341827022222 720 800 20 0
963 352 1341827022252 720 800 20 0
963 352 1341827022283 720 800 20 0
963 352 1341827022312 720 800 20 0
963 352 1341827022370 720 800 20 0
963 352 1341827022372 720 800 20 0
963 352 1341827022402 720 800 20 0
963 352 1341827022432 720 800 20 0
963 352 1341827022462 720 800 20 0
963 352 1341827022492 720 800 20 0
963 352 1341827022522 720 800 20 0
963 352 1341827022552 720 800 20 0
963 352 1341827022582 720 800 20 0
963 352 1341827022612 720 800 20 0
963 352 1341827022642 720 800 20 0
963 352 1341827022672 720 800 20 0
963 352 1341827022702 720 800 20 0
963 352 1341827022732 720 800 20 0
963 352 1341827022762 720 800 20 0
963 352 1341827022792 720 800 20 0
963 352 1341827022822 720 800 20 0
963 352 1341827022852 720 800 20 0
963 352 1341827022882 720 800 20 0
963 352 1341827022912 720 800 20 0
963 352 1341827022942 720 800 20 0
963 352 1341827022972 720 800 20 0
963 352 1341827023002 720 800 20 0
963 352 1341827023032 720 800 20 0
963 352 1341827023062 720 800 20 0
963 352 1341827023092 720 800 20 0
963 352 1341827023122 720 800 20 0
963 352 1341827023152 720 800 20 0
963 352 1341827023182 720 800 20 0
963 352 1341827023212 720 800 20 0
963 352 1341827023242 720 800 20 0
