player.x player.y time target.x target.y target.r insideTarget?
715 791 1341323407570 720 800 20 0
715 791 1341323407600 720 800 20 0
715 791 1341323407630 720 800 20 0
715 791 1341323407660 720 800 20 0
715 791 1341323407690 720 800 20 0
715 791 1341323407720 720 800 20 0
715 791 1341323407750 720 800 20 0
715 791 1341323407780 720 800 20 0
715 791 1341323407810 720 800 20 0
715 792 1341323407840 720 800 20 1
715 792 1341323407870 720 800 20 1
715 792 1341323407900 720 800 20 1
715 793 1341323407930 720 800 20 1
715 793 1341323407960 720 800 20 1
715 793 1341323407990 720 800 20 1
715 794 1341323408020 720 800 20 1
715 794 1341323408050 720 800 20 1
715 794 1341323408080 720 800 20 1
715 795 1341323408110 720 800 20 1
715 795 1341323408140 720 800 20 1
715 795 1341323408170 720 800 20 1
715 795 1341323408200 720 800 20 1
715 795 1341323408230 720 800 20 1
715 795 1341323408260 720 800 20 1
715 795 1341323408290 720 800 20 1
715 795 1341323408320 720 800 20 1
715 795 1341323408350 720 800 20 1
715 796 1341323408380 720 800 20 1
715 796 1341323408410 720 800 20 1
715 796 1341323408440 720 800 20 1
715 796 1341323408470 720 800 20 1
716 796 1341323408500 720 800 20 1
716 797 1341323408530 720 800 20 1
716 797 1341323408560 720 800 20 1
716 797 1341323408590 720 800 20 1
716 797 1341323408620 720 800 20 1
716 797 1341323408650 720 800 20 1
716 797 1341323408680 720 800 20 1
716 797 1341323408710 720 800 20 1
716 797 1341323408740 720 800 20 1
716 797 1341323408770 720 800 20 1
716 797 1341323408800 720 800 20 1
716 797 1341323408830 720 800 20 1
716 797 1341323408860 720 800 20 1
716 797 1341323408890 20 800 52 0
716 797 1341323408920 20 800 52 0
716 797 1341323408950 20 800 52 0
716 797 1341323408980 20 800 52 0
716 797 1341323409010 20 800 52 0
716 797 1341323409040 20 800 52 0
716 797 1341323409070 20 800 52 0
716 797 1341323409100 20 800 52 0
716 797 1341323409130 20 800 52 0
716 797 1341323409160 20 800 52 0
716 797 1341323409190 20 800 52 0
716 797 1341323409220 20 800 52 0
716 797 1341323409250 20 800 52 0
716 797 1341323409280 20 800 52 0
716 795 1341323409310 20 800 52 0
714 791 1341323409340 20 800 52 0
711 785 1341323409370 20 800 52 0
705 778 1341323409400 20 800 52 0
698 772 1341323409430 20 800 52 0
693 769 1341323409460 20 800 52 0
682 763 1341323409490 20 800 52 0
665 756 1341323409520 20 800 52 0
639 747 1341323409550 20 800 52 0
603 738 1341323409580 20 800 52 0
560 729 1341323409610 20 800 52 0
529 724 1341323409640 20 800 52 0
480 718 1341323409670 20 800 52 0
432 714 1341323409700 20 800 52 0
386 714 1341323409730 20 800 52 0
346 716 1341323409760 20 800 52 0
315 722 1341323409790 20 800 52 0
299 726 1341323409820 20 800 52 0
283 733 1341323409850 20 800 52 0
275 739 1341323409880 20 800 52 0
271 743 1341323409910 20 800 52 0
269 745 1341323409947 20 800 52 0
265 749 1341323409970 20 800 52 0
259 754 1341323410000 20 800 52 0
248 758 1341323410030 20 800 52 0
233 762 1341323410060 20 800 52 0
214 767 1341323410090 20 800 52 0
199 771 1341323410120 20 800 52 0
176 777 1341323410150 20 800 52 0
151 783 1341323410180 20 800 52 0
126 790 1341323410210 20 800 52 0
105 797 1341323410240 20 800 52 0
90 804 1341323410270 20 800 52 0
83 808 1341323410300 20 800 52 0
80 811 1341323410330 20 800 52 0
81 812 1341323410360 20 800 52 0
85 808 1341323410390 20 800 52 0
87 806 1341323410420 20 800 52 0
86 803 1341323410450 20 800 52 0
83 802 1341323410480 20 800 52 0
79 801 1341323410510 20 800 52 0
75 799 1341323410540 20 800 52 0
70 798 1341323410570 20 800 52 0
67 796 1341323410600 20 800 52 0
63 795 1341323410630 20 800 52 0
58 794 1341323410660 20 800 52 1
54 793 1341323410690 20 800 52 1
50 793 1341323410720 20 800 52 1
47 794 1341323410750 20 800 52 1
45 795 1341323410780 20 800 52 1
43 796 1341323410810 20 800 52 1
41 797 1341323410840 20 800 52 1
39 797 1341323410870 20 800 52 1
38 797 1341323410900 20 800 52 1
37 798 1341323410930 20 800 52 1
37 798 1341323410960 20 800 52 1
37 798 1341323410990 20 800 52 1
37 798 1341323411020 20 800 52 1
37 798 1341323411050 20 800 52 1
37 798 1341323411080 20 800 52 1
37 799 1341323411110 20 800 52 1
38 799 1341323411140 20 800 52 1
39 799 1341323411170 20 800 52 1
40 799 1341323411200 20 800 52 1
41 799 1341323411230 20 800 52 1
42 799 1341323411260 20 800 52 1
43 799 1341323411290 20 800 52 1
43 799 1341323411320 20 800 52 1
44 799 1341323411350 20 800 52 1
45 799 1341323411380 20 800 52 1
46 799 1341323411410 20 800 52 1
46 799 1341323411440 20 800 52 1
46 799 1341323411470 20 800 52 1
47 799 1341323411500 20 800 52 1
47 799 1341323411530 20 800 52 1
47 799 1341323411560 20 800 52 1
48 799 1341323411590 20 800 52 1
48 799 1341323411620 20 800 52 1
48 799 1341323411650 20 800 52 1
48 799 1341323411680 720 800 56 0
49 799 1341323411710 720 800 56 0
49 799 1341323411740 720 800 56 0
49 799 1341323411770 720 800 56 0
49 799 1341323411800 720 800 56 0
49 799 1341323411830 720 800 56 0
50 799 1341323411860 720 800 56 0
50 799 1341323411890 720 800 56 0
50 799 1341323411920 720 800 56 0
50 799 1341323411950 720 800 56 0
50 799 1341323411980 720 800 56 0
51 799 1341323412010 720 800 56 0
52 799 1341323412040 720 800 56 0
55 800 1341323412070 720 800 56 0
59 800 1341323412100 720 800 56 0
67 801 1341323412130 720 800 56 0
79 800 1341323412160 720 800 56 0
93 799 1341323412190 720 800 56 0
112 799 1341323412220 720 800 56 0
133 798 1341323412250 720 800 56 0
146 795 1341323412280 720 800 56 0
165 789 1341323412310 720 800 56 0
181 784 1341323412340 720 800 56 0
202 782 1341323412370 720 800 56 0
232 778 1341323412400 720 800 56 0
275 774 1341323412430 720 800 56 0
309 771 1341323412460 720 800 56 0
366 767 1341323412490 720 800 56 0
426 765 1341323412520 720 800 56 0
484 764 1341323412550 720 800 56 0
519 766 1341323412580 720 800 56 0
561 767 1341323412610 720 800 56 0
588 765 1341323412640 720 800 56 0
599 762 1341323412670 720 800 56 0
598 760 1341323412700 720 800 56 0
588 761 1341323412730 720 800 56 0
579 763 1341323412760 720 800 56 0
570 770 1341323412790 720 800 56 0
568 776 1341323412820 720 800 56 0
574 780 1341323412850 720 800 56 0
586 783 1341323412880 720 800 56 0
601 787 1341323412910 720 800 56 0
610 787 1341323412940 720 800 56 0
623 789 1341323412970 720 800 56 0
634 791 1341323413000 720 800 56 0
644 792 1341323413030 720 800 56 0
654 791 1341323413060 720 800 56 0
659 790 1341323413090 720 800 56 0
664 789 1341323413120 720 800 56 0
667 788 1341323413150 720 800 56 0
667 788 1341323413180 720 800 56 0
667 788 1341323413210 720 800 56 0
666 788 1341323413240 720 800 56 0
667 790 1341323413270 720 800 56 0
669 792 1341323413300 720 800 56 0
672 795 1341323413330 720 800 56 0
675 798 1341323413360 720 800 56 1
679 799 1341323413390 720 800 56 1
684 801 1341323413420 720 800 56 1
689 803 1341323413450 720 800 56 1
694 804 1341323413480 720 800 56 1
699 805 1341323413510 720 800 56 1
703 805 1341323413540 720 800 56 1
706 805 1341323413570 720 800 56 1
708 804 1341323413600 720 800 56 1
709 801 1341323413630 720 800 56 1
710 798 1341323413660 720 800 56 1
711 796 1341323413690 720 800 56 1
712 794 1341323413720 720 800 56 1
714 793 1341323413750 720 800 56 1
714 793 1341323413780 720 800 56 1
715 793 1341323413810 720 800 56 1
715 793 1341323413840 720 800 56 1
715 793 1341323413870 720 800 56 1
714 794 1341323413900 720 800 56 1
714 794 1341323413930 720 800 56 1
713 795 1341323413960 720 800 56 1
713 795 1341323413990 720 800 56 1
712 795 1341323414020 720 800 56 1
712 795 1341323414050 720 800 56 1
712 795 1341323414080 720 800 56 1
711 795 1341323414110 720 800 56 1
711 795 1341323414140 720 800 56 1
711 795 1341323414170 720 800 56 1
710 795 1341323414200 720 800 56 1
710 795 1341323414230 720 800 56 1
710 795 1341323414260 720 800 56 1
709 795 1341323414290 720 800 56 1
709 795 1341323414320 720 800 56 1
709 795 1341323414350 225 305 48 0
709 795 1341323414380 225 305 48 0
708 795 1341323414410 225 305 48 0
708 795 1341323414440 225 305 48 0
708 795 1341323414470 225 305 48 0
708 795 1341323414500 225 305 48 0
708 795 1341323414530 225 305 48 0
708 795 1341323414560 225 305 48 0
707 795 1341323414590 225 305 48 0
707 795 1341323414620 225 305 48 0
707 794 1341323414650 225 305 48 0
706 794 1341323414680 225 305 48 0
705 793 1341323414710 225 305 48 0
704 791 1341323414740 225 305 48 0
701 787 1341323414770 225 305 48 0
695 779 1341323414800 225 305 48 0
688 769 1341323414830 225 305 48 0
681 762 1341323414860 225 305 48 0
674 757 1341323414890 225 305 48 0
661 749 1341323414920 225 305 48 0
644 740 1341323414950 225 305 48 0
628 731 1341323414980 225 305 48 0
616 717 1341323415010 225 305 48 0
572 668 1341323415040 225 305 48 0
545 648 1341323415070 225 305 48 0
507 624 1341323415100 225 305 48 0
471 600 1341323415130 225 305 48 0
435 575 1341323415160 225 305 48 0
415 559 1341323415190 225 305 48 0
392 539 1341323415220 225 305 48 0
377 522 1341323415250 225 305 48 0
372 506 1341323415280 225 305 48 0
369 486 1341323415310 225 305 48 0
366 463 1341323415340 225 305 48 0
363 446 1341323415370 225 305 48 0
356 421 1341323415400 225 305 48 0
346 395 1341323415430 225 305 48 0
336 372 1341323415460 225 305 48 0
325 351 1341323415490 225 305 48 0
313 334 1341323415520 225 305 48 0
305 325 1341323415550 225 305 48 0
296 316 1341323415580 225 305 48 0
290 314 1341323415610 225 305 48 0
286 314 1341323415640 225 305 48 0
283 314 1341323415670 225 305 48 0
279 315 1341323415700 225 305 48 0
275 316 1341323415730 225 305 48 0
272 317 1341323415760 225 305 48 0
270 318 1341323415790 225 305 48 0
268 318 1341323415820 225 305 48 0
266 318 1341323415850 225 305 48 0
263 317 1341323415880 225 305 48 0
259 315 1341323415910 225 305 48 1
254 314 1341323415940 225 305 48 1
248 313 1341323415970 225 305 48 1
242 311 1341323416000 225 305 48 1
238 310 1341323416030 225 305 48 1
229 307 1341323416060 225 305 48 1
215 302 1341323416090 225 305 48 1
202 299 1341323416120 225 305 48 1
194 300 1341323416150 225 305 48 1
191 303 1341323416180 225 305 48 1
194 306 1341323416210 225 305 48 1
202 310 1341323416240 225 305 48 1
212 311 1341323416270 225 305 48 1
220 312 1341323416300 225 305 48 1
225 312 1341323416330 225 305 48 1
229 312 1341323416360 225 305 48 1
230 312 1341323416390 225 305 48 1
230 312 1341323416420 225 305 48 1
229 314 1341323416450 225 305 48 1
227 315 1341323416480 225 305 48 1
226 315 1341323416510 225 305 48 1
224 316 1341323416540 225 305 48 1
223 317 1341323416570 225 305 48 1
219 317 1341323416600 225 305 48 1
215 318 1341323416630 225 305 48 1
211 318 1341323416660 225 305 48 1
209 318 1341323416690 225 305 48 1
207 318 1341323416720 225 305 48 1
206 318 1341323416750 225 305 48 1
206 318 1341323416780 225 305 48 1
206 317 1341323416810 225 305 48 1
207 317 1341323416840 225 305 48 1
208 317 1341323416870 225 305 48 1
209 316 1341323416900 720 800 57 0
