#2016.08.28 ap. J.-C. at 16:54:46 CEST
# player.x player.y time target.x target.y target.r insideTarget?
960 197 1472396086883 720 800 20 0
960 197 1472396086912 720 800 20 0
960 197 1472396086940 720 800 20 0
960 197 1472396086973 720 800 20 0
960 197 1472396087002 720 800 20 0
960 197 1472396087031 720 800 20 0
960 197 1472396087064 720 800 20 0
960 197 1472396087092 720 800 20 0
960 197 1472396087121 720 800 20 0
960 197 1472396087154 720 800 20 0
960 197 1472396087183 720 800 20 0
960 197 1472396087211 720 800 20 0
960 197 1472396087240 720 800 20 0
960 197 1472396087273 720 800 20 0
960 197 1472396087301 720 800 20 0
960 197 1472396087330 720 800 20 0
960 197 1472396087363 720 800 20 0
960 197 1472396087391 720 800 20 0
960 197 1472396087420 720 800 20 0
960 197 1472396087453 720 800 20 0
960 197 1472396087482 720 800 20 0
960 197 1472396087510 720 800 20 0
960 197 1472396087543 720 800 20 0
960 197 1472396087572 720 800 20 0
960 197 1472396087600 720 800 20 0
960 197 1472396087634 720 800 20 0
960 197 1472396087662 720 800 20 0
960 197 1472396087691 720 800 20 0
960 197 1472396087724 720 800 20 0
960 197 1472396087752 720 800 20 0
960 197 1472396087781 720 800 20 0
960 197 1472396087814 720 800 20 0
960 197 1472396087843 720 800 20 0
960 197 1472396087871 720 800 20 0
960 197 1472396087900 720 800 20 0
960 197 1472396087933 720 800 20 0
960 197 1472396087962 720 800 20 0
960 197 1472396087990 720 800 20 0
960 197 1472396088020 720 800 20 0
960 197 1472396088050 720 800 20 0
960 197 1472396088080 720 800 20 0
1446 283 1472396088110 720 800 20 0
1407 279 1472396088141 720 800 20 0
1286 269 1472396088171 720 800 20 0
1115 256 1472396088201 720 800 20 0
968 248 1472396088231 720 800 20 0
866 243 1472396088261 720 800 20 0
709 237 1472396088291 720 800 20 0
550 235 1472396088320 720 800 20 0
391 238 1472396088350 720 800 20 0
289 242 1472396088380 720 800 20 0
146 248 1472396088410 720 800 20 0
14 257 1472396088440 720 800 20 0
0 279 1472396088470 720 800 20 0
0 313 1472396088500 720 800 20 0
0 333 1472396088530 720 800 20 0
0 333 1472396088561 720 800 20 0
0 333 1472396088591 720 800 20 0
0 333 1472396088621 720 800 20 0
0 333 1472396088651 720 800 20 0
0 333 1472396088681 720 800 20 0
0 333 1472396088711 720 800 20 0
0 333 1472396088741 720 800 20 0
0 333 1472396088771 720 800 20 0
0 333 1472396088800 720 800 20 0
458 217 1472396088831 720 800 20 0
562 209 1472396088861 720 800 20 0
817 199 1472396088891 720 800 20 0
949 199 1472396088920 720 800 20 0
1148 204 1472396088950 720 800 20 0
1340 217 1472396088980 720 800 20 0
1514 237 1472396089010 720 800 20 0
1614 254 1472396089040 720 800 20 0
1649 265 1472396089070 720 800 20 0
1649 265 1472396089100 720 800 20 0
1649 265 1472396089130 720 800 20 0
1649 265 1472396089160 720 800 20 0
1649 265 1472396089190 720 800 20 0
1649 265 1472396089220 720 800 20 0
1649 265 1472396089250 720 800 20 0
1649 265 1472396089280 720 800 20 0
1649 265 1472396089310 720 800 20 0
1649 265 1472396089340 720 800 20 0
1649 265 1472396089370 720 800 20 0
1649 265 1472396089400 720 800 20 0
1608 1 1472396089430 720 800 20 0
1598 1 1472396089460 720 800 20 0
1537 1 1472396089490 720 800 20 0
1489 1 1472396089520 720 800 20 0
1443 1 1472396089550 720 800 20 0
1412 1 1472396089580 720 800 20 0
1378 1 1472396089610 720 800 20 0
1363 1 1472396089640 720 800 20 0
1363 1 1472396089670 720 800 20 0
1363 1 1472396089700 720 800 20 0
1363 1 1472396089730 720 800 20 0
1363 1 1472396089760 720 800 20 0
1363 1 1472396089790 720 800 20 0
1363 1 1472396089820 720 800 20 0
1313 1 1472396089850 720 800 20 0
1311 29 1472396089880 720 800 20 0
1309 100 1472396089910 720 800 20 0
1307 154 1472396089940 720 800 20 0
1304 243 1472396089970 720 800 20 0
1303 340 1472396090000 720 800 20 0
1302 443 1472396090030 720 800 20 0
1300 550 1472396090060 720 800 20 0
1295 659 1472396090090 720 800 20 0
1291 731 1472396090120 720 800 20 0
1282 834 1472396090150 720 800 20 0
1271 931 1472396090180 720 800 20 0
1263 1015 1472396090210 720 800 20 0
1255 1050 1472396090240 720 800 20 0
1249 1050 1472396090270 720 800 20 0
1249 1050 1472396090300 720 800 20 0
1249 1050 1472396090330 720 800 20 0
1249 1050 1472396090360 720 800 20 0
1249 1050 1472396090390 720 800 20 0
1249 1050 1472396090420 720 800 20 0
1249 1050 1472396090450 720 800 20 0
1258 1050 1472396090480 720 800 20 0
1258 1040 1472396090510 720 800 20 0
1259 987 1472396090540 720 800 20 0
1259 919 1472396090570 720 800 20 0
1258 843 1472396090600 720 800 20 0
1257 762 1472396090630 720 800 20 0
1259 703 1472396090660 720 800 20 0
